1,1,104,361,62,114,1,-1,-1,-1
1,2,376,281,38,124,1,-1,-1,-1
1,3,503,302,54,153,1,-1,-1,-1
1,4,552,282,44,125,1,-1,-1,-1
1,5,44,221,39,84,1,-1,-1,-1
1,6,3,193,33,137,1,-1,-1,-1
1,7,117,236,47,81,1,-1,-1,-1
1,8,126,190,40,76,1,-1,-1,-1
1,9,195,210,37,71,1,-1,-1,-1
1,10,235,212,29,59,1,-1,-1,-1
1,11,309,236,35,108,1,-1,-1,-1
1,12,350,235,27,88,1,-1,-1,-1
1,13,555,135,27,76,1,-1,-1,-1
1,14,499,102,31,87,1,-1,-1,-1
1,15,526,98,24,85,1,-1,-1,-1
1,16,568,106,33,77,1,-1,-1,-1
1,17,168,67,18,55,1,-1,-1,-1
1,18,188,61,16,58,1,-1,-1,-1
1,19,125,89,23,45,1,-1,-1,-1
2,1,92,349,75,107,1,-1,-1,-1
2,2,301,272,49,105,1,-1,-1,-1
2,3,524,353,43,119,1,-1,-1,-1
2,4,569,322,36,133,1,-1,-1,-1
2,5,76,197,33,93,1,-1,-1,-1
2,6,34,187,34,120,1,-1,-1,-1
2,7,159,193,42,85,1,-1,-1,-1
2,8,145,147,36,76,1,-1,-1,-1
2,9,209,208,38,54,1,-1,-1,-1
2,10,231,205,39,58,1,-1,-1,-1
2,11,308,232,42,101,1,-1,-1,-1
2,12,361,224,33,89,1,-1,-1,-1
2,13,558,130,26,73,1,-1,-1,-1
2,14,505,110,21,77,1,-1,-1,-1
2,15,519,99,24,73,1,-1,-1,-1
2,16,575,109,28,76,1,-1,-1,-1
2,17,146,59,17,57,1,-1,-1,-1
2,18,159,51,29,65,1,-1,-1,-1
2,19,130,91,16,45,1,-1,-1,-1
2,20,325,389,66,110,1,-1,-1,-1
2,21,395,380,58,100,1,-1,-1,-1
3,1,114,341,71,135,1,-1,-1,-1
3,2,263,244,27,67,1,-1,-1,-1
3,3,497,399,55,122,1,-1,-1,-1
3,4,536,370,73,136,1,-1,-1,-1
3,5,107,179,33,87,1,-1,-1,-1
3,6,61,168,45,95,1,-1,-1,-1
3,7,179,160,32,87,1,-1,-1,-1
3,8,161,121,36,76,1,-1,-1,-1
3,9,215,214,17,55,1,-1,-1,-1
3,10,230,200,30,58,1,-1,-1,-1
3,11,314,245,32,115,1,-1,-1,-1
3,12,371,232,32,99,1,-1,-1,-1
3,13,557,125,21,90,1,-1,-1,-1
3,14,512,104,23,96,1,-1,-1,-1
3,15,524,101,22,88,1,-1,-1,-1
3,16,542,113,21,84,1,-1,-1,-1
3,17,128,51,26,57,1,-1,-1,-1
3,18,145,46,22,62,1,-1,-1,-1
3,19,190,89,16,39,1,-1,-1,-1
3,20,388,338,55,141,1,-1,-1,-1
3,21,444,332,48,135,1,-1,-1,-1
4,1,106,360,72,115,1,-1,-1,-1
4,4,525,422,59,91,1,-1,-1,-1
4,20,440,303,34,124,1,-1,-1,-1
4,21,485,301,37,123,1,-1,-1,-1
4,2,260,238,35,69,1,-1,-1,-1
4,11,308,245,39,112,1,-1,-1,-1
4,12,380,247,40,106,1,-1,-1,-1
4,9,208,209,25,57,1,-1,-1,-1
4,10,231,217,47,63,1,-1,-1,-1
4,5,128,157,28,94,1,-1,-1,-1
4,6,88,145,38,102,1,-1,-1,-1
4,7,191,133,36,82,1,-1,-1,-1
4,8,176,99,24,71,1,-1,-1,-1
4,17,119,50,21,51,1,-1,-1,-1
4,18,134,47,21,56,1,-1,-1,-1
4,13,560,131,27,78,1,-1,-1,-1
4,14,533,108,24,79,1,-1,-1,-1
5,1,97,369,65,110,1,-1,-1,-1
5,2,256,241,37,79,1,-1,-1,-1
5,5,145,137,31,89,1,-1,-1,-1
5,6,110,130,39,99,1,-1,-1,-1
5,7,180,113,38,83,1,-1,-1,-1
5,8,177,83,38,54,1,-1,-1,-1
5,9,211,217,22,46,1,-1,-1,-1
5,10,236,219,26,54,1,-1,-1,-1
5,11,314,249,33,94,1,-1,-1,-1
5,12,362,257,60,93,1,-1,-1,-1
5,20,459,262,39,111,1,-1,-1,-1
5,21,503,254,63,142,1,-1,-1,-1
5,13,554,128,30,86,1,-1,-1,-1
5,22,422,38,24,63,1,-1,-1,-1
5,23,439,36,27,62,1,-1,-1,-1
5,24,463,38,21,57,1,-1,-1,-1
6,22,390,33,25,60,1,-1,-1,-1
6,23,425,32,22,59,1,-1,-1,-1
6,24,458,41,35,66,1,-1,-1,-1
6,1,105,380,50,98,1,-1,-1,-1
6,2,249,241,44,88,1,-1,-1,-1
6,5,167,128,34,87,1,-1,-1,-1
6,6,143,120,17,102,1,-1,-1,-1
6,9,200,209,39,54,1,-1,-1,-1
6,10,228,203,37,50,1,-1,-1,-1
6,11,319,255,33,103,1,-1,-1,-1
6,12,392,242,45,115,1,-1,-1,-1
6,20,458,232,61,112,1,-1,-1,-1
6,21,507,232,59,121,1,-1,-1,-1
6,13,546,122,41,90,1,-1,-1,-1
6,25,347,242,39,115,1,-1,-1,-1
6,26,130,80,22,50,1,-1,-1,-1
6,27,168,72,25,59,1,-1,-1,-1
7,1,136,363,79,115,1,-1,-1,-1
7,2,247,230,52,87,1,-1,-1,-1
7,9,189,211,49,62,1,-1,-1,-1
7,10,230,200,37,69,1,-1,-1,-1
7,11,337,263,49,128,1,-1,-1,-1
7,12,432,266,35,117,1,-1,-1,-1
7,25,375,260,35,123,1,-1,-1,-1
7,20,476,221,33,85,1,-1,-1,-1
7,21,518,206,55,123,1,-1,-1,-1
7,13,543,125,45,89,1,-1,-1,-1
7,5,179,121,33,76,1,-1,-1,-1
7,6,149,116,27,87,1,-1,-1,-1
7,8,162,64,27,57,1,-1,-1,-1
7,7,112,96,28,71,1,-1,-1,-1
7,26,144,92,25,38,1,-1,-1,-1
7,24,460,30,28,59,1,-1,-1,-1
7,23,433,26,23,58,1,-1,-1,-1
8,1,166,356,43,112,1,-1,-1,-1
8,11,365,282,40,115,1,-1,-1,-1
8,25,407,267,56,128,1,-1,-1,-1
8,12,443,283,61,140,1,-1,-1,-1
8,20,470,191,43,100,1,-1,-1,-1
8,21,511,182,55,120,1,-1,-1,-1
8,13,552,123,32,95,1,-1,-1,-1
8,9,202,209,37,67,1,-1,-1,-1
8,10,225,191,39,66,1,-1,-1,-1
8,2,251,236,45,93,1,-1,-1,-1
8,5,188,109,36,82,1,-1,-1,-1
8,6,162,101,32,93,1,-1,-1,-1
8,26,122,104,31,74,1,-1,-1,-1
8,8,146,57,21,44,1,-1,-1,-1
8,24,463,35,14,54,1,-1,-1,-1
8,23,425,24,37,66,1,-1,-1,-1
8,27,34,227,60,120,1,-1,-1,-1
9,1,152,364,63,111,1,-1,-1,-1
